nombre,nombre_completo,apellido_paterno,apellidos_completos,documento_identidad,ruc,pasaporte,telefono_fijo,telefono_celular,correo_electronico,direccion_completa,genero,raza_etnia,religion,orientacion_sexual,discapacidad,nivel_educativo_padres,fecha_nacimiento,departamento,provincia,distrito,codigo_ubigeo,latitud,longitud,monto_transaccion,edad,ocupacion,fecha_formato_patron,direccion_ip,numero_tarjeta,iban
Melchor,Melchor Soto Castro,Soto,Soto Castro,67550935,10675509353,MS296555,(02) 055319,+51951131052,melchor.soto@sanmiguel.net,C. Jeremías Carrión 54 Puerta 6 ,No Binario,Caucásica,Otras,Heterosexual,False,Primaria,1999-06-12,Junín,Huancayo,El Tambo,120101,-12.070443493548886,-75.25251002170097,3314.14,26,Profesional de medicina alternativa,12/06/1999,48.162.200.239,4503-XXXX-XXXX-5261,PE88280712398657494890
Ariel,Ariel Vazquez Aparicio,Vazquez,Vazquez Aparicio,18040246,10180402469,MT182684,(04) 968865,+51907053730,ariel.vazquez@gabino.net,Calle de Jordana Rosell 19 Piso 8 ,Masculino,Andina,Agnóstica,N/A,False,Secundaria,1988-05-20,Cusco,Cusco,San Sebastián,080132,-13.501313123282062,-71.95875677049092,7226.39,37,Diseñador multimedia,20/05/1988,26.138.231.132,4055-XXXX-XXXX-6004,PE46200552991373374836
Brunilda,Brunilda Bernat Dominguez,Bernat,Bernat Dominguez,98991650,20989916507,GN751973,(02) 957849,+51952926793,brunilda.bernat@fabrica.com,Avenida de Ema Solano 35 Puerta 5 ,No Binario,Andina,Católica,Heterosexual,False,Secundaria,1963-02-08,Arequipa,Arequipa,Yanahuara,040127,-16.350193808790966,-71.52984072518066,8569.13,62,Auxiliar de servicio de abordo,08/02/1963,94.223.226.134,4072-XXXX-XXXX-8290,PE30031465627983539798
Lilia,Lilia Valls Ayala,Valls,Valls Ayala,82638220,20826382202,QQ395477,(08) 848852,+51987447761,lilia.valls@infraestructuras.com,Alameda Jeremías Campoy 2,No Binario,Andina,Otras,LGBTQ+,False,Secundaria,1996-01-31,Piura,Piura,Castilla,200103,-5.172275374370158,-80.62301610876405,3516.93,29,Auxiliar de servicio de abordo,31/01/1996,78.255.16.60,4026-XXXX-XXXX-8726,PE46355586125015650374
Sol,Sol Sabater Martin,Sabater,Sabater Martin,50414810,10504148105,LS908708,(04) 051862,+51919110134,sol.sabater@inversiones.net,Pasadizo Dionisia Alberto 73,No Binario,Afroperuana,N/A,N/A,True,Primaria,1985-08-07,Cusco,Cusco,San Sebastián,080132,-13.544690117630749,-71.97347461308674,2962.83,40,Empleado de ventanillas de informaciones,07/08/1985,21.153.60.34,4653-XXXX-XXXX-6668,PE94271681718162296070
Estela,Estela Sobrino Fernández,Sobrino,Sobrino Fernández,67708196,20677081967,TM314668,(01) 914545,+51922364885,estela.sobrino@talleres.net,Glorieta de Hermenegildo Ramis 443,No Binario,Mestiza,N/A,LGBTQ+,True,Universitario,1980-10-27,La Libertad,Trujillo,Huanchaco,130103,-8.051203383778832,-79.14837926959783,4070.46,44,Reparador de bicicletas,27/10/1980,138.64.179.195,4694-XXXX-XXXX-8101,PE29354166400582240180
Eufemia,Eufemia Solsona Briones,Solsona,Solsona Briones,59220818,10592208186,JQ344744,(04) 646272,+51915532828,eufemia.solsona@anita.com,Acceso Augusto Quesada 39,Masculino,Mestiza,Otras,Heterosexual,False,Postgrado,1997-03-28,Cusco,Cusco,San Sebastián,080132,-13.530421195945202,-72.01544846167874,3849.98,28,Prestamista,28/03/1997,153.128.219.62,4125-XXXX-XXXX-8909,PE98810847653340551616
Paulina,Paulina Gallego Ramirez,Gallego,Gallego Ramirez,17914149,20179141493,HP636948,(08) 220428,+51928601050,paulina.gallego@farmaceutica.net,Glorieta de Nicanor Gallart 404,Masculino,Andina,Agnóstica,LGBTQ+,False,Universitario,1963-11-24,Arequipa,Arequipa,Yanahuara,040127,-16.351990806063338,-71.54120717760412,8834.4,61,Regulador y operador de máquinas de labrar madera,24/11/1963,221.35.99.17,4988-XXXX-XXXX-0104,PE23097904635817692607
Ricarda,Ricarda Asenjo Barrena,Asenjo,Asenjo Barrena,33315185,20333151858,AS649412,(00) 022849,+51982968698,ricarda.asenjo@distribuciones.es,Acceso Marcia Falcó 31,Femenino,Afroperuana,Agnóstica,LGBTQ+,True,Primaria,1980-09-13,Lima,Lima,Miraflores,150122,-12.159387475642625,-77.05804752234343,3612.13,45,Cantante,13/09/1980,136.87.65.215,4058-XXXX-XXXX-3263,PE49195745944892696305
Florinda,Florinda Andres Manrique,Andres,Andres Manrique,30131221,20301312218,XQ910144,(05) 684427,+51902504055,florinda.andres@sancho.com,Camino de Hector Pi 56 Apt. 24 ,No Binario,Mestiza,N/A,N/A,False,Secundaria,1965-08-26,Piura,Piura,Castilla,200103,-5.172678655333759,-80.66779749123286,3388.86,60,Trabajador pecuario de subsistencia,26/08/1965,181.190.224.255,4287-XXXX-XXXX-2256,PE49568656027816293178
Miguel Ángel,Miguel Ángel Sobrino Jaén,Sobrino,Sobrino Jaén,90683577,20906835775,RD658141,(03) 920189,+51977030442,miguel ángel.sobrino@distribuciones.org,Acceso de Pedro Torres 5,No Binario,Caucásica,Agnóstica,LGBTQ+,True,Secundaria,1965-12-27,Piura,Piura,Castilla,200103,-5.172215274839578,-80.63836021172308,7267.82,59,Guardián de prisión,27/12/1965,220.166.64.12,4736-XXXX-XXXX-2397,PE87266751312042986651
Marcia,Marcia Ródenas Arévalo,Ródenas,Ródenas Arévalo,96269909,20962699091,XZ231153,(01) 975331,+51940103024,marcia.ródenas@blazquez.es,Pasaje de Juana Fiol 5 Piso 0 ,Femenino,Mestiza,N/A,LGBTQ+,False,Técnico,1970-11-13,Lima,Lima,Miraflores,150122,-12.123897959574519,-77.08058328304425,2197.61,54,Técnico en asistencia al usuario de tecnología de la información y las comunicaciones,13/11/1970,107.26.36.165,4502-XXXX-XXXX-8671,PE08672644039243866524
Judith,Judith Estevez Carreras,Estevez,Estevez Carreras,56944334,10569443343,XC850186,(04) 505319,+51916378249,judith.estevez@suministros.es,Via de Julio César Blanes 84 Piso 8 ,No Binario,Mestiza,Católica,N/A,False,Universitario,1992-11-29,Cusco,Cusco,San Sebastián,080132,-13.547389720562558,-71.96724108730372,4821.81,32,Electrotécnico,29/11/1992,181.212.139.71,4355-XXXX-XXXX-8813,PE46626251465722451225
Ainara,Ainara Heras Mena,Heras,Heras Mena,92672095,20926720959,SJ318238,(01) 966515,+51954932293,ainara.heras@distribuciones.es,Plaza de Estrella Elías 88,Femenino,Caucásica,Católica,LGBTQ+,False,Universitario,1991-09-19,Cusco,Cusco,San Sebastián,080132,-13.494824336538718,-71.95625261633045,2418.16,34,Profesor de idiomas,19/09/1991,75.234.136.23,4179-XXXX-XXXX-1685,PE44950308161097883387
Adora,Adora Núñez Castrillo,Núñez,Núñez Castrillo,16313511,10163135119,QH031126,(08) 778300,+51919432638,adora.núñez@fabrica.net,Paseo de Tere Chaparro 90,Masculino,Afroperuana,Otras,LGBTQ+,True,Técnico,1972-11-16,Piura,Piura,Castilla,200103,-5.184541267629093,-80.61552190421871,3271.1,52,Deportista,16/11/1972,59.28.89.152,4932-XXXX-XXXX-0199,PE68070875209470630876
Chuy,Chuy Pérez Vara,Pérez,Pérez Vara,42329303,20423293038,TB682017,(03) 351151,+51944218103,chuy.pérez@sans.es,Pasaje Lupita Estévez 6 Puerta 5 ,No Binario,Mestiza,Otras,N/A,False,Postgrado,1960-11-07,Cusco,Cusco,San Sebastián,080132,-13.480263646214642,-71.96667579074382,3969.81,64,Empleado de control de abastecimientos e inventario,07/11/1960,81.180.141.37,4121-XXXX-XXXX-7904,PE05545973913550590211
Nilo,Nilo Andres Clavero,Andres,Andres Clavero,16930800,10169308005,GF333255,(03) 941386,+51981392784,nilo.andres@suministros.es,Glorieta Macarena Vives 72 Apt. 04 ,Femenino,Andina,Agnóstica,Heterosexual,False,Secundaria,1993-01-16,Lima,Lima,Miraflores,150122,-12.157532882135904,-77.05362915832696,2444.7,32,Operador de máquinas para fabricar cemento y otros productos minerales,16/01/1993,29.78.35.111,4828-XXXX-XXXX-0444,PE69786727188860017032
Dalila,Dalila Huertas Rocamora,Huertas,Huertas Rocamora,46025661,20460256614,ZV260986,(07) 009008,+51980213838,dalila.huertas@zoraida.com,Vial de Victoriano Parejo 52,Femenino,Afroperuana,N/A,Heterosexual,True,Secundaria,1984-07-25,Junín,Huancayo,El Tambo,120101,-12.029555252967464,-75.15629261192149,3020.21,41,Afinador de instrumentos musicales,25/07/1984,105.164.34.16,4547-XXXX-XXXX-0418,PE54709490768943775809
Teresa,Teresa Barragán Mulet,Barragán,Barragán Mulet,54055932,20540559329,FB131259,(03) 579071,+51920865745,teresa.barragán@hotel.org,Calle Beatriz Laguna 1 Apt. 11 ,No Binario,Afroperuana,N/A,N/A,True,Secundaria,1969-09-07,Piura,Piura,Castilla,200103,-5.207495250592535,-80.64186594483301,7253.11,56,Árbitro deportivo,07/09/1969,122.138.165.111,4484-XXXX-XXXX-7492,PE55051325708545358912
Martín,Martín Miguel Arce,Miguel,Miguel Arce,59505515,10595055155,ZD978128,(03) 203565,+51927996957,martín.miguel@soluciones.com,Plaza Otilia Niño 76,Femenino,Mestiza,Otras,N/A,False,Primaria,2002-11-22,Junín,Huancayo,El Tambo,120101,-12.074655504709199,-75.22583303709922,6927.98,22,Conductor de tranvía,22/11/2002,83.71.110.133,4881-XXXX-XXXX-5766,PE42359886846931136041
Anna,Anna Cobos Olmo,Cobos,Cobos Olmo,48763298,20487632980,BN786396,(07) 526177,+51971183696,anna.cobos@farmaceutica.es,Cuesta Joaquina Piña 3 Apt. 64 ,Masculino,Andina,N/A,LGBTQ+,True,Postgrado,2000-11-06,Cusco,Cusco,San Sebastián,080132,-13.51982259021507,-71.9954195143035,8030.79,24,Barrendero,06/11/2000,32.52.197.70,4307-XXXX-XXXX-8344,PE65103083734345670761
Jose Antonio,Jose Antonio Garcia Moreno,Garcia,Garcia Moreno,30073719,20300737190,AS218270,(04) 800807,+51930885473,jose antonio.garcia@consultoria.es,Ronda de Filomena Alcántara 66,No Binario,Andina,N/A,N/A,False,Técnico,1975-09-24,Junín,Huancayo,El Tambo,120101,-12.049162318575199,-75.19930844670937,5958.38,50,Barnizador,24/09/1975,21.7.187.170,4698-XXXX-XXXX-6842,PE83821441190791828905
Rosa,Rosa Reina Téllez,Reina,Reina Téllez,36495379,20364953797,NP438184,(07) 543068,+51915169247,rosa.reina@hermanos.net,Plaza Perlita Valenciano 612 Puerta 5 ,No Binario,Caucásica,N/A,LGBTQ+,False,Postgrado,1962-10-08,Arequipa,Arequipa,Yanahuara,040127,-16.35134624282128,-71.53110675200632,6947.88,62,Agente de aduanas,08/10/1962,131.255.168.85,4758-XXXX-XXXX-8224,PE43034008813410480795
Luis Miguel,Luis Miguel Rubio Alarcón,Rubio,Rubio Alarcón,81802204,20818022047,ZX024995,(00) 465298,+51947198292,luis miguel.rubio@tejada.com,Alameda Benjamín Almansa 35,Masculino,Andina,Otras,N/A,False,Primaria,1967-05-02,Arequipa,Arequipa,Yanahuara,040127,-16.395733155832435,-71.54796204525297,5958.65,58,Bordador,02/05/1967,157.193.166.68,4282-XXXX-XXXX-0572,PE74728137679811788522
Calisto,Calisto Batalla Pizarro,Batalla,Batalla Pizarro,96743615,10967436159,TV109372,(09) 237086,+51950715290,calisto.batalla@hermanos.com,Acceso de Sandalio Coronado 85 Apt. 03 ,No Binario,Afroperuana,Católica,LGBTQ+,False,Primaria,1990-08-15,La Libertad,Trujillo,Huanchaco,130103,-8.088691896774579,-79.13194661228772,2612.59,35,Mecánico y ajustador electricista,15/08/1990,41.144.110.214,4716-XXXX-XXXX-8803,PE76305381552860935328
Cloe,Cloe Sáenz Garzón,Sáenz,Sáenz Garzón,86629544,10866295447,KZ560544,(04) 013794,+51985819877,cloe.sáenz@nacho.com,Cañada Desiderio Naranjo 6 Piso 9 ,No Binario,Mestiza,N/A,N/A,False,Primaria,1993-02-03,Arequipa,Arequipa,Yanahuara,040127,-16.350939266643515,-71.51483938371918,6082.93,32,"Redactor de carteles, pintor decorativos y grabador",03/02/1993,170.63.48.238,4363-XXXX-XXXX-2604,PE89809909513017590254
Guadalupe,Guadalupe Jover Arjona,Jover,Jover Arjona,63731639,10637316396,ZL899868,(08) 561854,+51938352725,guadalupe.jover@transportes.es,Plaza de Danilo Vendrell 87 Piso 2 ,No Binario,Andina,Otras,N/A,False,Secundaria,1985-05-11,La Libertad,Trujillo,Huanchaco,130103,-8.068761228832924,-79.0897816674948,2046.45,40,Conductor de vehículos y máquinas de tracción animal,11/05/1985,6.253.139.225,4702-XXXX-XXXX-5095,PE39632870941377958319
Javiera,Javiera Samper Durán,Samper,Samper Durán,23096563,10230965637,DD766825,(09) 902758,+51937084523,javiera.samper@benito.es,C. Clímaco Vall 448,Femenino,Mestiza,Otras,N/A,True,Técnico,1960-12-30,La Libertad,Trujillo,Huanchaco,130103,-8.112673597332247,-79.15560052903595,3546.91,64,Optometrista,30/12/1960,68.38.53.41,4898-XXXX-XXXX-2640,PE53524646848433558563
Salvador,Salvador Cobo Pina,Cobo,Cobo Pina,52291362,20522913627,VJ525041,(01) 154659,+51915757839,salvador.cobo@banco.net,Paseo de Mateo Soto 66 Puerta 6 ,Femenino,Andina,Otras,LGBTQ+,True,Primaria,1975-01-15,Arequipa,Arequipa,Yanahuara,040127,-16.414028134024985,-71.56973875480921,5833.07,50,Pescador de agua dulce y en aguas costeras,15/01/1975,32.206.217.110,4630-XXXX-XXXX-2064,PE87103332047210330038
Patricio,Patricio Berrocal Mascaró,Berrocal,Berrocal Mascaró,45393078,10453930780,MC573488,(05) 253897,+51962815612,patricio.berrocal@supermercados.es,Pasadizo de Edmundo Leon 82 Piso 5 ,Femenino,Andina,Católica,Heterosexual,True,Secundaria,1994-06-17,Piura,Piura,Castilla,200103,-5.20057420889623,-80.62897665740266,4154.23,31,Orfebre,17/06/1994,207.245.63.171,4555-XXXX-XXXX-2175,PE88997167571612835236
Camilo,Camilo Antón Sedano,Antón,Antón Sedano,62284007,20622840076,TM244903,(07) 194102,+51999507979,camilo.antón@crespi.com,Calle Zoraida Agudo 677,No Binario,Andina,N/A,N/A,False,Secundaria,1973-10-04,Arequipa,Arequipa,Yanahuara,040127,-16.40875005960313,-71.51116518645343,1944.55,52,Mecánico y reparador en electrónica,04/10/1973,6.138.165.204,4464-XXXX-XXXX-7782,PE14061498492594490022
Custodio,Custodio Robledo Llobet,Robledo,Robledo Llobet,64645465,10646454652,TQ747554,(06) 628783,+51953118907,custodio.robledo@soluciones.net,C. de María Osorio 719 Apt. 99 ,No Binario,Andina,Otras,N/A,True,Universitario,1996-04-17,Lima,Lima,Miraflores,150122,-12.09785689234838,-77.07108428283269,4100.72,29,Peón de obras públicas y mantenimiento,17/04/1996,65.250.135.99,4188-XXXX-XXXX-5970,PE14814464036537772624
Elena,Elena Vilar Abascal,Vilar,Vilar Abascal,18816179,10188161798,AR368269,(05) 499951,+51922381260,elena.vilar@desarrollo.com,Calle Fidela Trillo 6,Masculino,Andina,Otras,LGBTQ+,False,Postgrado,1966-02-14,Lima,Lima,Miraflores,150122,-12.111385983850159,-76.99616284243393,4922.23,59,Empleado de biblioteca,14/02/1966,30.78.184.106,4089-XXXX-XXXX-0635,PE16938558531057910355
Leandra,Leandra Llopis Vall,Llopis,Llopis Vall,85874831,10858748313,DT763067,(07) 245760,+51956769829,leandra.llopis@finanzas.org,C. de Eutimio Español 71 Apt. 61 ,Femenino,Caucásica,Católica,N/A,True,Secundaria,2001-09-23,Arequipa,Arequipa,Yanahuara,040127,-16.383775359381808,-71.58305682355949,4614.45,24,Detective,23/09/2001,138.46.40.138,4744-XXXX-XXXX-5012,PE66643659554029249769
Amor,Amor Duran Pereira,Duran,Duran Pereira,92288556,10922885565,RL084091,(08) 081367,+51913014001,amor.duran@hermanos.es,Ronda de Encarnación Pallarès 929 Puerta 9 ,No Binario,Afroperuana,N/A,Heterosexual,False,Postgrado,1964-03-22,Lima,Lima,Miraflores,150122,-12.152149721749366,-77.01037719697574,2384.21,61,"Operador de máquinas de blanqueamiento, teñido y limpieza de tejidos",22/03/1964,5.43.61.250,4916-XXXX-XXXX-4634,PE84715696563953060487
Atilio,Atilio Landa Sarabia,Landa,Landa Sarabia,84799738,10847997386,PA191488,(04) 201765,+51958566111,atilio.landa@grupo.com,Vial de Aura Valero 614,Masculino,Andina,Católica,N/A,False,Postgrado,1987-01-26,La Libertad,Trujillo,Huanchaco,130103,-8.094612418389572,-79.12384577344562,3714.66,38,Grabador de piedra,26/01/1987,89.215.177.231,4683-XXXX-XXXX-6268,PE00363470656834964901
Vera,Vera Zamorano Sancho,Zamorano,Zamorano Sancho,48371814,10483718143,BC130008,(06) 596630,+51957635226,vera.zamorano@arroyo.com,Paseo de Dani Ramírez 77,Masculino,Caucásica,Católica,Heterosexual,False,Secundaria,1994-07-04,Junín,Huancayo,El Tambo,120101,-12.111190800506918,-75.17227348529417,8741.55,31,Consignatario,04/07/1994,184.85.30.245,4920-XXXX-XXXX-0972,PE03337890981979358450
Amado,Amado Téllez Hierro,Téllez,Téllez Hierro,64082054,20640820544,JL193735,(06) 698961,+51965540162,amado.téllez@diego.com,Via Úrsula Gomez 41,Femenino,Afroperuana,Agnóstica,LGBTQ+,True,Secundaria,1976-07-11,Cusco,Cusco,San Sebastián,080132,-13.499374191841998,-71.98944455165632,2306.58,49,Técnico en ciencias físicas y químicas,11/07/1976,12.75.196.150,4522-XXXX-XXXX-3552,PE03570694875512880605
Jacinto,Jacinto Frutos Castillo,Frutos,Frutos Castillo,45521279,10455212798,JL794085,(07) 648642,+51931312918,jacinto.frutos@instalaciones.net,Alameda Roberta Lobato 53 Apt. 90 ,No Binario,Andina,Católica,LGBTQ+,False,Primaria,1964-07-03,Piura,Piura,Castilla,200103,-5.2455522097060205,-80.5864934384274,8586.81,61,Locutor de radio,03/07/1964,52.249.190.170,4548-XXXX-XXXX-7384,PE85031191122123785412
Cornelio,Cornelio Mayol Torralba,Mayol,Mayol Torralba,98369338,20983693389,QG776031,(04) 718483,+51960944592,cornelio.mayol@agustin.es,Rambla Ambrosio Prat 43,Femenino,Caucásica,Agnóstica,N/A,False,Universitario,1995-05-13,Arequipa,Arequipa,Yanahuara,040127,-16.3579577317233,-71.58047070211963,6017.11,30,Controlador de procesos,13/05/1995,9.87.190.41,4273-XXXX-XXXX-9218,PE46529500825333307984
Augusto,Augusto Vicente Crespo,Vicente,Vicente Crespo,71899597,20718995976,ZM916910,(06) 721386,+51905199516,augusto.vicente@promociones.es,Pasadizo Roxana Asenjo 178,Femenino,Andina,N/A,LGBTQ+,True,Primaria,1969-06-09,Cusco,Cusco,San Sebastián,080132,-13.553774244794512,-71.94296244515971,4318.11,56,Limpiador y asistente doméstico,09/06/1969,110.52.23.178,4162-XXXX-XXXX-1236,PE70314177681016246712
Anna,Anna Rueda Murillo,Rueda,Rueda Murillo,34450897,20344508977,JH933869,(09) 909225,+51912317977,anna.rueda@diez.com,Glorieta de Leticia Mendez 46,No Binario,Afroperuana,N/A,N/A,True,Primaria,1962-10-09,Cusco,Cusco,San Sebastián,080132,-13.55048891734229,-71.98989067801243,2038.82,62,Catador de alimentos y bebidas,09/10/1962,129.164.227.102,4999-XXXX-XXXX-6463,PE03283335245840498018
Bárbara,Bárbara Gibert Gordillo,Gibert,Gibert Gordillo,63705417,20637054172,XA342740,(07) 319996,+51907965870,bárbara.gibert@hermanos.com,Vial Jorge Nicolás 63 Puerta 3 ,No Binario,Andina,N/A,LGBTQ+,False,Técnico,1987-08-14,Piura,Piura,Castilla,200103,-5.198326517543024,-80.60866955140874,5320.2,38,Ingeniero en telecomunicaciones,14/08/1987,34.148.145.207,4602-XXXX-XXXX-9352,PE03147387261669606824
Rogelio,Rogelio León Rosa,León,León Rosa,27920449,20279204493,VN040747,(06) 992506,+51998132883,rogelio.león@alberdi.es,Plaza Nélida Conesa 246,No Binario,Afroperuana,Agnóstica,LGBTQ+,False,Primaria,1997-07-22,Lima,Lima,Miraflores,150122,-12.090898799478062,-77.03122747881993,1824.34,28,Ensamblador de equipos eléctricos,22/07/1997,85.189.240.65,4714-XXXX-XXXX-9525,PE82597739373122008739
Fortunato,Fortunato Aznar Cordero,Aznar,Aznar Cordero,13916134,10139161341,GQ696948,(07) 351878,+51965077347,fortunato.aznar@hnos.com,Cuesta Antonio Font 948 Puerta 5 ,Femenino,Mestiza,N/A,LGBTQ+,True,Postgrado,2001-02-20,La Libertad,Trujillo,Huanchaco,130103,-8.088527203452342,-79.16500769641272,3722.92,24,Recolector de dinero en aparatos de venta automática y lector de medidores,20/02/2001,109.207.102.255,4416-XXXX-XXXX-4883,PE12753389508826831713
Pili,Pili Sevilla Roldán,Sevilla,Sevilla Roldán,77526246,20775262468,HZ390427,(00) 396534,+51920573627,pili.sevilla@farmaceutica.com,Avenida de Ana Sofía Moya 96,Femenino,Andina,Agnóstica,Heterosexual,True,Primaria,1962-11-27,La Libertad,Trujillo,Huanchaco,130103,-8.084813238260145,-79.08276174260934,6046.65,62,Asistente fisioterapeuta,27/11/1962,117.198.210.226,4027-XXXX-XXXX-8359,PE70476115407126583989
Carla,Carla Pi Zurita,Pi,Pi Zurita,88060392,10880603924,MC842333,(00) 577613,+51985167093,carla.pi@inversiones.es,Alameda de Cándida Barriga 816 Piso 1 ,No Binario,Afroperuana,Otras,Heterosexual,True,Primaria,1996-06-05,La Libertad,Trujillo,Huanchaco,130103,-8.12855091722582,-79.13262460885329,6982.39,29,Tipógrafo,05/06/1996,150.149.51.229,4956-XXXX-XXXX-2179,PE29366213853784754452
Marcelino,Marcelino Quintero Adadia,Quintero,Quintero Adadia,47442039,20474420395,RZ380551,(04) 967212,+51995269719,marcelino.quintero@aviles.com,Pasaje Luz Nogueira 72,No Binario,Caucásica,Católica,Heterosexual,True,Universitario,1994-11-14,Lima,Lima,Miraflores,150122,-12.145301557633704,-77.04087617661706,3472.67,30,"Director de empresas de abastecimiento, distribución y afines",14/11/1994,195.51.10.40,4429-XXXX-XXXX-4491,PE95333743826121920309
Joan,Joan Prado Coloma,Prado,Prado Coloma,80413065,10804130655,QM955168,(08) 807962,+51995930953,joan.prado@cirino.es,Ronda de Jordi Santamaria 5,No Binario,Andina,Católica,N/A,False,Técnico,1981-06-11,La Libertad,Trujillo,Huanchaco,130103,-8.087384725299474,-79.10533035190467,4932.72,44,Director de investigación y desarrollo,11/06/1981,1.15.234.152,4578-XXXX-XXXX-2841,PE43180041715480793906
Josefa,Josefa Mir Roca,Mir,Mir Roca,26320313,10263203132,AP013365,(01) 243933,+51975128996,josefa.mir@tecnologias.com,Avenida de Judith Malo 277,No Binario,Andina,Agnóstica,N/A,False,Primaria,1984-09-08,Lima,Lima,Miraflores,150122,-12.115223012211986,-77.01139119649704,6193.89,41,Peluqueros,08/09/1984,3.163.183.193,4385-XXXX-XXXX-9261,PE49708955420058599146
Consuelo,Consuelo Almansa Medina,Almansa,Almansa Medina,90966839,10909668391,CF854518,(09) 893589,+51959763444,consuelo.almansa@zabaleta.net,C. de Eutropio Guardiola 94 Puerta 8 ,Femenino,Mestiza,N/A,N/A,False,Universitario,1986-03-10,Arequipa,Arequipa,Yanahuara,040127,-16.348985325542476,-71.52448199233622,1617.7,39,Médico general,10/03/1986,143.99.174.130,4494-XXXX-XXXX-5211,PE66248262989179051013
Isaac,Isaac Rosa Garay,Rosa,Rosa Garay,10884995,10108849958,HF608420,(08) 181207,+51977955723,isaac.rosa@enriquez.es,Rambla Lucila Carpio 515 Apt. 15 ,Femenino,Andina,Católica,Heterosexual,False,Secundaria,1973-10-09,Piura,Piura,Castilla,200103,-5.246858059201877,-80.65365328679053,6088.9,51,Bordador,09/10/1973,1.86.123.186,4138-XXXX-XXXX-7850,PE01416771497297151996
Leocadia,Leocadia Jiménez Tello,Jiménez,Jiménez Tello,34560532,10345605327,HT323943,(05) 916125,+51960174079,leocadia.jiménez@comercializadora.es,Acceso de Celia Mayol 764,Masculino,Afroperuana,Agnóstica,LGBTQ+,True,Primaria,1997-03-22,Piura,Piura,Castilla,200103,-5.16841460849098,-80.65228301591166,6575.95,28,Guía de turismo,22/03/1997,99.244.216.250,4560-XXXX-XXXX-9054,PE77512298037405064681
Héctor,Héctor Puente Leon,Puente,Puente Leon,19092423,10190924231,KS605451,(03) 497030,+51979591252,héctor.puente@finanzas.es,Alameda de Caridad Rey 854,Masculino,Mestiza,Agnóstica,LGBTQ+,False,Primaria,2004-07-05,Piura,Piura,Castilla,200103,-5.211776828021578,-80.57068617458908,1694.23,21,"Empleado de servicios estadísticos, financieros y de seguros",05/07/2004,7.206.150.78,4472-XXXX-XXXX-7934,PE77719154709063556249
Vasco,Vasco Cerro Cerdán,Cerro,Cerro Cerdán,41054643,20410546434,TJ269206,(09) 940439,+51941447080,vasco.cerro@compania.com,Rambla de Renata Aragonés 914 Puerta 6 ,No Binario,Mestiza,Católica,Heterosexual,False,Universitario,1991-04-07,Junín,Huancayo,El Tambo,120101,-12.093539411496115,-75.16457077281041,7089.36,34,Director de producción agropecuaria y silvicultura,07/04/1991,220.186.88.176,4401-XXXX-XXXX-1301,PE87468145904189589678
Itziar,Itziar Riba Ferrándiz,Riba,Riba Ferrándiz,53301048,20533010488,ZN743889,(00) 634100,+51967427016,itziar.riba@pellicer.org,Vial Maristela Beltrán 55 Piso 2 ,Femenino,Afroperuana,Otras,Heterosexual,False,Universitario,1966-03-10,Junín,Huancayo,El Tambo,120101,-12.071494567236076,-75.1630951391783,3202.58,59,Mecánico y reparador de vehículos de motor,10/03/1966,199.31.167.25,4510-XXXX-XXXX-2199,PE52944546878918056068
Ale,Ale Páez Codina,Páez,Páez Codina,16022800,20160228009,LH034160,(00) 127417,+51907291174,ale.páez@supermercados.es,Glorieta de Griselda Benito 75 Apt. 75 ,Femenino,Afroperuana,Otras,LGBTQ+,False,Secundaria,1995-04-13,Arequipa,Arequipa,Yanahuara,040127,-16.385110798770864,-71.56670712809427,5641.3,30,Carnicero,13/04/1995,42.82.19.14,4529-XXXX-XXXX-2170,PE52910018684798907847
Noemí,Noemí Montoya Orozco,Montoya,Montoya Orozco,74535115,10745351157,MT853039,(06) 422216,+51931665322,noemí.montoya@fernandez.es,Camino de Guadalupe Bustos 9,Masculino,Caucásica,Católica,N/A,True,Secundaria,1973-06-28,Junín,Huancayo,El Tambo,120101,-12.023710874907216,-75.18994681804475,5515.52,52,Actuario,28/06/1973,98.5.187.158,4186-XXXX-XXXX-8067,PE62806507290889406086
Carmelo,Carmelo Tena Ángel,Tena,Tena Ángel,41585953,20415859535,RQ026780,(07) 901294,+51932909037,carmelo.tena@suministros.com,Callejón de Paola Pascual 7,No Binario,Mestiza,N/A,LGBTQ+,True,Técnico,1995-09-30,Lima,Lima,Miraflores,150122,-12.159432165795467,-77.05188514235597,1899.19,30,Personal de pompas fúnebres y embalsamador,30/09/1995,32.30.234.157,4935-XXXX-XXXX-2943,PE43302512717369370396
Cesar,Cesar Prado Merino,Prado,Prado Merino,73692715,10736927159,NA651262,(03) 349331,+51964818358,cesar.prado@supermercados.es,Camino de Sebastián Blázquez 65,Femenino,Caucásica,Católica,LGBTQ+,True,Universitario,2000-04-27,Junín,Huancayo,El Tambo,120101,-12.083496224937187,-75.2079075443654,3185.3,25,Dinamitero,27/04/2000,144.32.224.90,4570-XXXX-XXXX-7642,PE43187283718304866749
